1762	694	1274	438	778	360	
7313	2617	5049	1054	1850	865	
188545	65123	125249	7674	12620	6065	
476397	158826	320399	12642	21963	10462	
748683	251816	500499	17291	28255	13667	
2989651	996956	2000999	37779	62520	30307	
18737681	6252119	12502499	107842	176312	85347	
75185988	25216832	50004999	236148	382315	185762	
